variables = "ivol", "x", "z", "RSD_tot"
1581 0.818182 0.151515 0.000000
1582 0.828283 0.151515 0.000000
1583 0.838384 0.151515 0.000000
1584 0.848485 0.151515 0.000000
1585 0.858586 0.151515 0.000000
1586 0.868687 0.151515 0.000000
1587 0.878788 0.151515 0.000000
1588 0.888889 0.151515 0.000000
1589 0.898990 0.151515 0.000000
1590 0.909091 0.151515 0.000000
1591 0.919192 0.151515 0.000000
1592 0.929293 0.151515 0.000000
1593 0.939394 0.151515 0.000000
1594 0.949495 0.151515 0.000000
1595 0.959596 0.151515 0.000000
1596 0.969697 0.151515 0.000000
1597 0.979798 0.151515 0.000000
1598 0.989899 0.151515 0.000000
1599 1.000000 0.151515 0.000000
1600 0.000000 0.161616 0.000000
1601 0.010101 0.161616 0.000000
1602 0.020202 0.161616 0.000000
1603 0.030303 0.161616 0.000000
1604 0.040404 0.161616 0.000000
1605 0.050505 0.161616 0.000000
1606 0.060606 0.161616 0.000000
1607 0.070707 0.161616 0.000000
1608 0.080808 0.161616 0.000000
1609 0.090909 0.161616 0.000000
1610 0.101010 0.161616 0.000000
1611 0.111111 0.161616 0.000000
1612 0.121212 0.161616 0.000000
1613 0.131313 0.161616 0.000000
1614 0.141414 0.161616 0.000000
1615 0.151515 0.161616 0.000000
1616 0.161616 0.161616 0.000000
1617 0.171717 0.161616 0.000000
1618 0.181818 0.161616 0.000000
1619 0.191919 0.161616 0.000000
1620 0.202020 0.161616 0.000000
1621 0.212121 0.161616 0.000000
1622 0.222222 0.161616 0.000000
1623 0.232323 0.161616 0.000000
1624 0.242424 0.161616 0.000000
1625 0.252525 0.161616 0.000000
1626 0.262626 0.161616 0.000000
1627 0.272727 0.161616 0.000000
1628 0.282828 0.161616 0.000000
1629 0.292929 0.161616 0.000000
1630 0.303030 0.161616 0.000000
1631 0.313131 0.161616 0.000000
1632 0.323232 0.161616 0.000000
1633 0.333333 0.161616 0.000000
1634 0.343434 0.161616 0.000000
1635 0.353535 0.161616 0.000000
1636 0.363636 0.161616 0.000000
1637 0.373737 0.161616 0.000000
1638 0.383838 0.161616 0.000000
1639 0.393939 0.161616 0.000000
1640 0.404040 0.161616 0.000000
1641 0.414141 0.161616 0.000000
1642 0.424242 0.161616 0.000000
1643 0.434343 0.161616 0.000000
1644 0.444444 0.161616 0.046595
1645 0.454545 0.161616 0.190405
1646 0.464646 0.161616 0.113880
1647 0.474747 0.161616 0.151841
1648 0.484848 0.161616 0.113880
1649 0.494949 0.161616 0.000000
1650 0.505050 0.161616 0.525266
1651 0.515152 0.161616 0.086331
1652 0.525253 0.161616 0.197258
1653 0.535354 0.161616 0.371563
1654 0.545455 0.161616 0.261456
1655 0.555556 0.161616 0.130728
1656 0.565657 0.161616 0.087362
1657 0.575758 0.161616 0.043681
1658 0.585859 0.161616 0.000000
1659 0.595960 0.161616 0.000000
1660 0.606061 0.161616 0.206043
1661 0.616162 0.161616 0.086988
1662 0.626263 0.161616 0.086989
1663 0.636364 0.161616 0.000000
1664 0.646465 0.161616 0.000000
1665 0.656566 0.161616 0.000000
1666 0.666667 0.161616 0.000000
1667 0.676768 0.161616 0.000000
1668 0.686869 0.161616 0.000000
1669 0.696970 0.161616 0.000000
1670 0.707071 0.161616 0.000000
1671 0.717172 0.161616 0.000000
1672 0.727273 0.161616 0.000000
1673 0.737374 0.161616 0.000000
1674 0.747475 0.161616 0.000000
1675 0.757576 0.161616 0.000000
1676 0.767677 0.161616 0.000000
1677 0.777778 0.161616 0.000000
1678 0.787879 0.161616 0.000000
1679 0.797980 0.161616 0.000000
1680 0.808081 0.161616 0.000000
1681 0.818182 0.161616 0.000000
1682 0.828283 0.161616 0.000000
1683 0.838384 0.161616 0.000000
1684 0.848485 0.161616 0.000000
1685 0.858586 0.161616 0.000000
1686 0.868687 0.161616 0.000000
1687 0.878788 0.161616 0.000000
1688 0.888889 0.161616 0.000000
1689 0.898990 0.161616 0.000000
1690 0.909091 0.161616 0.000000
1691 0.919192 0.161616 0.000000
1692 0.929293 0.161616 0.000000
1693 0.939394 0.161616 0.000000
1694 0.949495 0.161616 0.000000
1695 0.959596 0.161616 0.000000
1696 0.969697 0.161616 0.000000
1697 0.979798 0.161616 0.000000
1698 0.989899 0.161616 0.000000
1699 1.000000 0.161616 0.000000
1700 0.000000 0.171717 0.000000
1701 0.010101 0.171717 0.000000
1702 0.020202 0.171717 0.000000
1703 0.030303 0.171717 0.000000
1704 0.040404 0.171717 0.000000
1705 0.050505 0.171717 0.000000
1706 0.060606 0.171717 0.000000
1707 0.070707 0.171717 0.000000
1708 0.080808 0.171717 0.000000
1709 0.090909 0.171717 0.000000
1710 0.101010 0.171717 0.000000
1711 0.111111 0.171717 0.000000
1712 0.121212 0.171717 0.000000
1713 0.131313 0.171717 0.000000
1714 0.141414 0.171717 0.000000
1715 0.151515 0.171717 0.000000
1716 0.161616 0.171717 0.000000
1717 0.171717 0.171717 0.000000
1718 0.181818 0.171717 0.000000
1719 0.191919 0.171717 0.000000
1720 0.202020 0.171717 0.000000
1721 0.212121 0.171717 0.000000
1722 0.222222 0.171717 0.000000
1723 0.232323 0.171717 0.000000
1724 0.242424 0.171717 0.000000
1725 0.252525 0.171717 0.000000
1726 0.262626 0.171717 0.000000
1727 0.272727 0.171717 0.000000
1728 0.282828 0.171717 0.000000
1729 0.292929 0.171717 0.000000
1730 0.303030 0.171717 0.000000
1731 0.313131 0.171717 0.000000
1732 0.323232 0.171717 0.000000
1733 0.333333 0.171717 0.000000
1734 0.343434 0.171717 0.000000
1735 0.353535 0.171717 0.000000
1736 0.363636 0.171717 0.097320
1737 0.373737 0.171717 0.097320
1738 0.383838 0.171717 0.097321
1739 0.393939 0.171717 0.143247
1740 0.404040 0.171717 0.097320
1741 0.414141 0.171717 0.048660
1742 0.424242 0.171717 0.000000
1743 0.434343 0.171717 0.000000
1744 0.444444 0.171717 0.000000
1745 0.454545 0.171717 0.246709
1746 0.464646 0.171717 0.140430
1747 0.474747 0.171717 0.000000
1748 0.484848 0.171717 0.075920
1749 0.494949 0.171717 0.189801
1750 0.505050 0.171717 0.714246
1751 0.515152 0.171717 0.485280
1752 0.525253 0.171717 0.438093
1753 0.535354 0.171717 0.000000
1754 0.545455 0.171717 0.000000
1755 0.555556 0.171717 0.000000
1756 0.565657 0.171717 0.131043
1757 0.575758 0.171717 0.000000
1758 0.585859 0.171717 0.000000
1759 0.595960 0.171717 0.257554
1760 0.606061 0.171717 0.086988
1761 0.616162 0.171717 0.043494
1762 0.626263 0.171717 0.000000
1763 0.636364 0.171717 0.000000
1764 0.646465 0.171717 0.000000
1765 0.656566 0.171717 0.000000
1766 0.666667 0.171717 0.000000
1767 0.676768 0.171717 0.000000
1768 0.686869 0.171717 0.000000
1769 0.696970 0.171717 0.000000
1770 0.707071 0.171717 0.000000
1771 0.717172 0.171717 0.000000
1772 0.727273 0.171717 0.000000
1773 0.737374 0.171717 0.000000
1774 0.747475 0.171717 0.000000
1775 0.757576 0.171717 0.000000
1776 0.767677 0.171717 0.000000
1777 0.777778 0.171717 0.000000
1778 0.787879 0.171717 0.000000
1779 0.797980 0.171717 0.000000
1780 0.808081 0.171717 0.000000
1781 0.818182 0.171717 0.000000
1782 0.828283 0.171717 0.000000
1783 0.838384 0.171717 0.000000
1784 0.848485 0.171717 0.000000
1785 0.858586 0.171717 0.000000
1786 0.868687 0.171717 0.000000
1787 0.878788 0.171717 0.000000
1788 0.888889 0.171717 0.000000
1789 0.898990 0.171717 0.000000
1790 0.909091 0.171717 0.000000
1791 0.919192 0.171717 0.000000
1792 0.929293 0.171717 0.000000
1793 0.939394 0.171717 0.000000
1794 0.949495 0.171717 0.000000
1795 0.959596 0.171717 0.000000
1796 0.969697 0.171717 0.000000
1797 0.979798 0.171717 0.000000
1798 0.989899 0.171717 0.000000
1799 1.000000 0.171717 0.000000
1800 0.000000 0.181818 0.000000
1801 0.010101 0.181818 0.000000
1802 0.020202 0.181818 0.000000
1803 0.030303 0.181818 0.000000
1804 0.040404 0.181818 0.000000
1805 0.050505 0.181818 0.000000
1806 0.060606 0.181818 0.000000
1807 0.070707 0.181818 0.000000
1808 0.080808 0.181818 0.000000
1809 0.090909 0.181818 0.000000
1810 0.101010 0.181818 0.000000
1811 0.111111 0.181818 0.000000
1812 0.121212 0.181818 0.000000
1813 0.131313 0.181818 0.000000
1814 0.141414 0.181818 0.000000
1815 0.151515 0.181818 0.000000
1816 0.161616 0.181818 0.000000
1817 0.171717 0.181818 0.000000
1818 0.181818 0.181818 0.000000
1819 0.191919 0.181818 0.000000
1820 0.202020 0.181818 0.000000
1821 0.212121 0.181818 0.000000
1822 0.222222 0.181818 0.000000
1823 0.232323 0.181818 0.000000
1824 0.242424 0.181818 0.000000
1825 0.252525 0.181818 0.000000
1826 0.262626 0.181818 0.000000
1827 0.272727 0.181818 0.000000
1828 0.282828 0.181818 0.000000
1829 0.292929 0.181818 0.000000
1830 0.303030 0.181818 0.000000
1831 0.313131 0.181818 0.000000
1832 0.323232 0.181818 0.000000
1833 0.333333 0.181818 0.000000
1834 0.343434 0.181818 0.000000
1835 0.353535 0.181818 0.000000
1836 0.363636 0.181818 0.000000
1837 0.373737 0.181818 0.000000
1838 0.383838 0.181818 0.000000
1839 0.393939 0.181818 0.000000
1840 0.404040 0.181818 0.000000
1841 0.414141 0.181818 0.048660
1842 0.424242 0.181818 0.097321
1843 0.434343 0.181818 0.097320
1844 0.444444 0.181818 0.560398
1845 0.454545 0.181818 0.508945
1846 0.464646 0.181818 0.545046
1847 0.474747 0.181818 0.372947
1848 0.484848 0.181818 0.161901
1849 0.494949 0.181818 0.145981
1850 0.505050 0.181818 0.097320
1851 0.515152 0.181818 0.735746
1852 0.525253 0.181818 0.000000
1853 0.535354 0.181818 0.000000
1854 0.545455 0.181818 0.136593
1855 0.555556 0.181818 0.131043
1856 0.565657 0.181818 0.000000
1857 0.575758 0.181818 0.000000
1858 0.585859 0.181818 0.206043
1859 0.595960 0.181818 0.086988
1860 0.606061 0.181818 0.043494
1861 0.616162 0.181818 0.000000
1862 0.626263 0.181818 0.000000
1863 0.636364 0.181818 0.000000
1864 0.646465 0.181818 0.000000
1865 0.656566 0.181818 0.000000
1866 0.666667 0.181818 0.000000
1867 0.676768 0.181818 0.000000
1868 0.686869 0.181818 0.000000
1869 0.696970 0.181818 0.000000
1870 0.707071 0.181818 0.000000
1871 0.717172 0.181818 0.000000
1872 0.727273 0.181818 0.000000
1873 0.737374 0.181818 0.000000
1874 0.747475 0.181818 0.000000
1875 0.757576 0.181818 0.000000
1876 0.767677 0.181818 0.000000
1877 0.777778 0.181818 0.000000
1878 0.787879 0.181818 0.000000
1879 0.797980 0.181818 0.000000
1880 0.808081 0.181818 0.000000
1881 0.818182 0.181818 0.000000
1882 0.828283 0.181818 0.000000
1883 0.838384 0.181818 0.000000
1884 0.848485 0.181818 0.000000
1885 0.858586 0.181818 0.000000
1886 0.868687 0.181818 0.000000
1887 0.878788 0.181818 0.000000
1888 0.888889 0.181818 0.000000
1889 0.898990 0.181818 0.000000
1890 0.909091 0.181818 0.000000
1891 0.919192 0.181818 0.000000
1892 0.929293 0.181818 0.000000
1893 0.939394 0.181818 0.000000
1894 0.949495 0.181818 0.000000
1895 0.959596 0.181818 0.000000
1896 0.969697 0.181818 0.000000
1897 0.979798 0.181818 0.000000
1898 0.989899 0.181818 0.000000
1899 1.000000 0.181818 0.000000
1900 0.000000 0.191919 0.000000
1901 0.010101 0.191919 0.000000
1902 0.020202 0.191919 0.000000
1903 0.030303 0.191919 0.000000
1904 0.040404 0.191919 0.000000
1905 0.050505 0.191919 0.000000
1906 0.060606 0.191919 0.000000
1907 0.070707 0.191919 0.000000
1908 0.080808 0.191919 0.000000
1909 0.090909 0.191919 0.000000
1910 0.101010 0.191919 0.000000
1911 0.111111 0.191919 0.000000
1912 0.121212 0.191919 0.000000
1913 0.131313 0.191919 0.000000
1914 0.141414 0.191919 0.000000
1915 0.151515 0.191919 0.000000
1916 0.161616 0.191919 0.000000
1917 0.171717 0.191919 0.000000
1918 0.181818 0.191919 0.000000
1919 0.191919 0.191919 0.000000
1920 0.202020 0.191919 0.000000
1921 0.212121 0.191919 0.000000
1922 0.222222 0.191919 0.000000
1923 0.232323 0.191919 0.000000
1924 0.242424 0.191919 0.000000
1925 0.252525 0.191919 0.000000
1926 0.262626 0.191919 0.000000
1927 0.272727 0.191919 0.000000
1928 0.282828 0.191919 0.000000
1929 0.292929 0.191919 0.000000
1930 0.303030 0.191919 0.000000
1931 0.313131 0.191919 0.000000
1932 0.323232 0.191919 0.000000
1933 0.333333 0.191919 0.000000
1934 0.343434 0.191919 0.000000
1935 0.353535 0.191919 0.000000
1936 0.363636 0.191919 0.000000
1937 0.373737 0.191919 0.000000
1938 0.383838 0.191919 0.000000
1939 0.393939 0.191919 0.000000
1940 0.404040 0.191919 0.000000
1941 0.414141 0.191919 0.000000
1942 0.424242 0.191919 0.000000
1943 0.434343 0.191919 0.000000
1944 0.444444 0.191919 0.000000
1945 0.454545 0.191919 0.037490
1946 0.464646 0.191919 0.074981
1947 0.474747 0.191919 0.349616
1948 0.484848 0.191919 0.359369
1949 0.494949 0.191919 0.149716
1950 0.505050 0.191919 0.154359
1951 0.515152 0.191919 0.698188
1952 0.525253 0.191919 0.000000
1953 0.535354 0.191919 0.000000
1954 0.545455 0.191919 0.128069
1955 0.555556 0.191919 0.234065
1956 0.565657 0.191919 0.154532
1957 0.575758 0.191919 0.154532
1958 0.585859 0.191919 0.086989
1959 0.595960 0.191919 0.043494
1960 0.606061 0.191919 0.000000
1961 0.616162 0.191919 0.000000
1962 0.626263 0.191919 0.000000
1963 0.636364 0.191919 0.092550
1964 0.646465 0.191919 0.000000
1965 0.656566 0.191919 0.000000
1966 0.666667 0.191919 0.000000
1967 0.676768 0.191919 0.000000
1968 0.686869 0.191919 0.000000
1969 0.696970 0.191919 0.000000
1970 0.707071 0.191919 0.000000
1971 0.717172 0.191919 0.000000
1972 0.727273 0.191919 0.000000
1973 0.737374 0.191919 0.000000
1974 0.747475 0.191919 0.000000
1975 0.757576 0.191919 0.000000
1976 0.767677 0.191919 0.000000
1977 0.777778 0.191919 0.000000
1978 0.787879 0.191919 0.000000
1979 0.797980 0.191919 0.000000
1980 0.808081 0.191919 0.000000
1981 0.818182 0.191919 0.000000
1982 0.828283 0.191919 0.000000
1983 0.838384 0.191919 0.000000
1984 0.848485 0.191919 0.000000
1985 0.858586 0.191919 0.000000
1986 0.868687 0.191919 0.000000
1987 0.878788 0.191919 0.000000
1988 0.888889 0.191919 0.000000
1989 0.898990 0.191919 0.000000
1990 0.909091 0.191919 0.000000
1991 0.919192 0.191919 0.000000
1992 0.929293 0.191919 0.000000
1993 0.939394 0.191919 0.000000
1994 0.949495 0.191919 0.000000
1995 0.959596 0.191919 0.000000
1996 0.969697 0.191919 0.000000
1997 0.979798 0.191919 0.000000
1998 0.989899 0.191919 0.000000
1999 1.000000 0.191919 0.000000
2000 0.000000 0.202020 0.000000
2001 0.010101 0.202020 0.000000
2002 0.020202 0.202020 0.000000
2003 0.030303 0.202020 0.000000
2004 0.040404 0.202020 0.000000
2005 0.050505 0.202020 0.000000
2006 0.060606 0.202020 0.000000
2007 0.070707 0.202020 0.000000
2008 0.080808 0.202020 0.000000
2009 0.090909 0.202020 0.000000
2010 0.101010 0.202020 0.000000
2011 0.111111 0.202020 0.000000
2012 0.121212 0.202020 0.000000
2013 0.131313 0.202020 0.000000
2014 0.141414 0.202020 0.000000
2015 0.151515 0.202020 0.000000
2016 0.161616 0.202020 0.000000
2017 0.171717 0.202020 0.000000
2018 0.181818 0.202020 0.000000
2019 0.191919 0.202020 0.000000
2020 0.202020 0.202020 0.000000
2021 0.212121 0.202020 0.000000
2022 0.222222 0.202020 0.000000
2023 0.232323 0.202020 0.000000
2024 0.242424 0.202020 0.000000
2025 0.252525 0.202020 0.000000
2026 0.262626 0.202020 0.000000
2027 0.272727 0.202020 0.000000
2028 0.282828 0.202020 0.000000
2029 0.292929 0.202020 0.000000
2030 0.303030 0.202020 0.000000
2031 0.313131 0.202020 0.000000
2032 0.323232 0.202020 0.000000
2033 0.333333 0.202020 0.000000
2034 0.343434 0.202020 0.000000
2035 0.353535 0.202020 0.000000
2036 0.363636 0.202020 0.000000
2037 0.373737 0.202020 0.000000
2038 0.383838 0.202020 0.000000
2039 0.393939 0.202020 0.000000
2040 0.404040 0.202020 0.000000
2041 0.414141 0.202020 0.000000
2042 0.424242 0.202020 0.047969
2043 0.434343 0.202020 0.047969
2044 0.444444 0.202020 0.097359
2045 0.454545 0.202020 0.000000
2046 0.464646 0.202020 0.074980
2047 0.474747 0.202020 0.000000
2048 0.484848 0.202020 0.203154
2049 0.494949 0.202020 0.125910
2050 0.505050 0.202020 0.140430
2051 0.515152 0.202020 0.524270
2052 0.525253 0.202020 0.000000
2053 0.535354 0.202020 0.205466
2054 0.545455 0.202020 0.363405
2055 0.555556 0.202020 0.000000
2056 0.565657 0.202020 0.043494
2057 0.575758 0.202020 0.086988
2058 0.585859 0.202020 0.043494
2059 0.595960 0.202020 0.000000
2060 0.606061 0.202020 0.000000
2061 0.616162 0.202020 0.000000
2062 0.626263 0.202020 0.000000
2063 0.636364 0.202020 0.092549
2064 0.646465 0.202020 0.000000
2065 0.656566 0.202020 0.000000
2066 0.666667 0.202020 0.000000
2067 0.676768 0.202020 0.000000
2068 0.686869 0.202020 0.000000
2069 0.696970 0.202020 0.000000
2070 0.707071 0.202020 0.000000
2071 0.717172 0.202020 0.000000
2072 0.727273 0.202020 0.000000
2073 0.737374 0.202020 0.000000
2074 0.747475 0.202020 0.000000
2075 0.757576 0.202020 0.000000
2076 0.767677 0.202020 0.000000
2077 0.777778 0.202020 0.000000
2078 0.787879 0.202020 0.000000
2079 0.797980 0.202020 0.000000
2080 0.808081 0.202020 0.000000
2081 0.818182 0.202020 0.000000
2082 0.828283 0.202020 0.000000
2083 0.838384 0.202020 0.000000
2084 0.848485 0.202020 0.000000
2085 0.858586 0.202020 0.000000
2086 0.868687 0.202020 0.000000
2087 0.878788 0.202020 0.000000
2088 0.888889 0.202020 0.000000
2089 0.898990 0.202020 0.000000
2090 0.909091 0.202020 0.000000
2091 0.919192 0.202020 0.000000
2092 0.929293 0.202020 0.000000
2093 0.939394 0.202020 0.000000
2094 0.949495 0.202020 0.000000
2095 0.959596 0.202020 0.000000
2096 0.969697 0.202020 0.000000
2097 0.979798 0.202020 0.000000
2098 0.989899 0.202020 0.000000
2099 1.000000 0.202020 0.000000
2100 0.000000 0.212121 0.000000
2101 0.010101 0.212121 0.000000
2102 0.020202 0.212121 0.000000
2103 0.030303 0.212121 0.000000
2104 0.040404 0.212121 0.000000
2105 0.050505 0.212121 0.000000
2106 0.060606 0.212121 0.000000
2107 0.070707 0.212121 0.000000
2108 0.080808 0.212121 0.000000
2109 0.090909 0.212121 0.000000
2110 0.101010 0.212121 0.000000
2111 0.111111 0.212121 0.000000
2112 0.121212 0.212121 0.000000
2113 0.131313 0.212121 0.000000
2114 0.141414 0.212121 0.000000
2115 0.151515 0.212121 0.000000
2116 0.161616 0.212121 0.000000
2117 0.171717 0.212121 0.000000
2118 0.181818 0.212121 0.000000
2119 0.191919 0.212121 0.000000
2120 0.202020 0.212121 0.000000
2121 0.212121 0.212121 0.000000
2122 0.222222 0.212121 0.000000
2123 0.232323 0.212121 0.000000
2124 0.242424 0.212121 0.000000
2125 0.252525 0.212121 0.000000
2126 0.262626 0.212121 0.000000
2127 0.272727 0.212121 0.000000
2128 0.282828 0.212121 0.000000
2129 0.292929 0.212121 0.000000
2130 0.303030 0.212121 0.000000
2131 0.313131 0.212121 0.000000
2132 0.323232 0.212121 0.000000
2133 0.333333 0.212121 0.000000
2134 0.343434 0.212121 0.000000
2135 0.353535 0.212121 0.000000
2136 0.363636 0.212121 0.000000
2137 0.373737 0.212121 0.000000
2138 0.383838 0.212121 0.000000
2139 0.393939 0.212121 0.000000
2140 0.404040 0.212121 0.000000
2141 0.414141 0.212121 0.000000
2142 0.424242 0.212121 0.037315
2143 0.434343 0.212121 0.261651
2144 0.444444 0.212121 0.086226
2145 0.454545 0.212121 0.095926
2146 0.464646 0.212121 0.000000
2147 0.474747 0.212121 0.074981
2148 0.484848 0.212121 0.049975
2149 0.494949 0.212121 0.354081
2150 0.505050 0.212121 0.000000
2151 0.515152 0.212121 0.120415
2152 0.525253 0.212121 0.665076
2153 0.535354 0.212121 0.319147
2154 0.545455 0.212121 0.043681
2155 0.555556 0.212121 0.043494
2156 0.565657 0.212121 0.086988
2157 0.575758 0.212121 0.000000
2158 0.585859 0.212121 0.000000
2159 0.595960 0.212121 0.000000
2160 0.606061 0.212121 0.000000
2161 0.616162 0.212121 0.000000
2162 0.626263 0.212121 0.000000
2163 0.636364 0.212121 0.092549
2164 0.646465 0.212121 0.000000
2165 0.656566 0.212121 0.000000
2166 0.666667 0.212121 0.000000
2167 0.676768 0.212121 0.000000
2168 0.686869 0.212121 0.000000
2169 0.696970 0.212121 0.000000
2170 0.707071 0.212121 0.000000
2171 0.717172 0.212121 0.000000
2172 0.727273 0.212121 0.000000
2173 0.737374 0.212121 0.000000
2174 0.747475 0.212121 0.000000
2175 0.757576 0.212121 0.000000
2176 0.767677 0.212121 0.000000
2177 0.777778 0.212121 0.000000
2178 0.787879 0.212121 0.000000
2179 0.797980 0.212121 0.000000
2180 0.808081 0.212121 0.000000
2181 0.818182 0.212121 0.000000
2182 0.828283 0.212121 0.000000
2183 0.838384 0.212121 0.000000
2184 0.848485 0.212121 0.000000
2185 0.858586 0.212121 0.000000
2186 0.868687 0.212121 0.000000
2187 0.878788 0.212121 0.000000
2188 0.888889 0.212121 0.000000
2189 0.898990 0.212121 0.000000
2190 0.909091 0.212121 0.000000
2191 0.919192 0.212121 0.000000
2192 0.929293 0.212121 0.000000
2193 0.939394 0.212121 0.000000
2194 0.949495 0.212121 0.000000
2195 0.959596 0.212121 0.000000
2196 0.969697 0.212121 0.000000
2197 0.979798 0.212121 0.000000
2198 0.989899 0.212121 0.000000
2199 1.000000 0.212121 0.000000
2200 0.000000 0.222222 0.000000
2201 0.010101 0.222222 0.000000
2202 0.020202 0.222222 0.000000
2203 0.030303 0.222222 0.000000
2204 0.040404 0.222222 0.000000
2205 0.050505 0.222222 0.000000
2206 0.060606 0.222222 0.000000
2207 0.070707 0.222222 0.000000
2208 0.080808 0.222222 0.000000
2209 0.090909 0.222222 0.000000
2210 0.101010 0.222222 0.000000
2211 0.111111 0.222222 0.000000
2212 0.121212 0.222222 0.000000
2213 0.131313 0.222222 0.000000
2214 0.141414 0.222222 0.000000
2215 0.151515 0.222222 0.000000
2216 0.161616 0.222222 0.000000
2217 0.171717 0.222222 0.000000
2218 0.181818 0.222222 0.000000
2219 0.191919 0.222222 0.000000
2220 0.202020 0.222222 0.000000
2221 0.212121 0.222222 0.000000
2222 0.222222 0.222222 0.000000
2223 0.232323 0.222222 0.000000
2224 0.242424 0.222222 0.000000
2225 0.252525 0.222222 0.000000
2226 0.262626 0.222222 0.000000
2227 0.272727 0.222222 0.000000
2228 0.282828 0.222222 0.000000
2229 0.292929 0.222222 0.000000
2230 0.303030 0.222222 0.000000
2231 0.313131 0.222222 0.064011
2232 0.323232 0.222222 0.128022
2233 0.333333 0.222222 0.128022
2234 0.343434 0.222222 0.128022
2235 0.353535 0.222222 0.000000
2236 0.363636 0.222222 0.000000
2237 0.373737 0.222222 0.000000
2238 0.383838 0.222222 0.111136
2239 0.393939 0.222222 0.111136
2240 0.404040 0.222222 0.000000
2241 0.414141 0.222222 0.080870
2242 0.424242 0.222222 0.000000
2243 0.434343 0.222222 0.074629
2244 0.444444 0.222222 0.267449
2245 0.454545 0.222222 0.236023
2246 0.464646 0.222222 0.259973
2247 0.474747 0.222222 0.445470
2248 0.484848 0.222222 0.369756
2249 0.494949 0.222222 0.372508
2250 0.505050 0.222222 1.102336
2251 0.515152 0.222222 0.401731
2252 0.525253 0.222222 0.701623
2253 0.535354 0.222222 0.267636
2254 0.545455 0.222222 0.086989
2255 0.555556 0.222222 0.043494
2256 0.565657 0.222222 0.000000
2257 0.575758 0.222222 0.000000
2258 0.585859 0.222222 0.000000
2259 0.595960 0.222222 0.000000
2260 0.606061 0.222222 0.000000
2261 0.616162 0.222222 0.000000
2262 0.626263 0.222222 0.092549
2263 0.636364 0.222222 0.000000
2264 0.646465 0.222222 0.000000
2265 0.656566 0.222222 0.000000
2266 0.666667 0.222222 0.000000
2267 0.676768 0.222222 0.042821
2268 0.686869 0.222222 0.000000
2269 0.696970 0.222222 0.000000
2270 0.707071 0.222222 0.000000
2271 0.717172 0.222222 0.000000
2272 0.727273 0.222222 0.000000
2273 0.737374 0.222222 0.000000
2274 0.747475 0.222222 0.054521
2275 0.757576 0.222222 0.000000
2276 0.767677 0.222222 0.000000
2277 0.777778 0.222222 0.000000
2278 0.787879 0.222222 0.000000
2279 0.797980 0.222222 0.000000
2280 0.808081 0.222222 0.000000
2281 0.818182 0.222222 0.000000
2282 0.828283 0.222222 0.000000
2283 0.838384 0.222222 0.000000
2284 0.848485 0.222222 0.000000
2285 0.858586 0.222222 0.000000
2286 0.868687 0.222222 0.000000
2287 0.878788 0.222222 0.000000
2288 0.888889 0.222222 0.000000
2289 0.898990 0.222222 0.000000
2290 0.909091 0.222222 0.000000
2291 0.919192 0.222222 0.000000
2292 0.929293 0.222222 0.000000
2293 0.939394 0.222222 0.000000
2294 0.949495 0.222222 0.000000
2295 0.959596 0.222222 0.000000
2296 0.969697 0.222222 0.000000
2297 0.979798 0.222222 0.000000
2298 0.989899 0.222222 0.000000
2299 1.000000 0.222222 0.000000
2300 0.000000 0.232323 0.000000
2301 0.010101 0.232323 0.000000
2302 0.020202 0.232323 0.000000
2303 0.030303 0.232323 0.000000
2304 0.040404 0.232323 0.000000
2305 0.050505 0.232323 0.000000
2306 0.060606 0.232323 0.000000
2307 0.070707 0.232323 0.000000
2308 0.080808 0.232323 0.000000
2309 0.090909 0.232323 0.000000
2310 0.101010 0.232323 0.000000
2311 0.111111 0.232323 0.000000
2312 0.121212 0.232323 0.000000
2313 0.131313 0.232323 0.000000
2314 0.141414 0.232323 0.000000
2315 0.151515 0.232323 0.000000
2316 0.161616 0.232323 0.000000
2317 0.171717 0.232323 0.000000
2318 0.181818 0.232323 0.000000
2319 0.191919 0.232323 0.000000
2320 0.202020 0.232323 0.000000
2321 0.212121 0.232323 0.000000
2322 0.222222 0.232323 0.000000
2323 0.232323 0.232323 0.000000
2324 0.242424 0.232323 0.000000
2325 0.252525 0.232323 0.000000
2326 0.262626 0.232323 0.000000
2327 0.272727 0.232323 0.000000
2328 0.282828 0.232323 0.000000
2329 0.292929 0.232323 0.000000
2330 0.303030 0.232323 0.000000
2331 0.313131 0.232323 0.000000
2332 0.323232 0.232323 0.000000
2333 0.333333 0.232323 0.000000
2334 0.343434 0.232323 0.000000
2335 0.353535 0.232323 0.192033
2336 0.363636 0.232323 0.120237
2337 0.373737 0.232323 0.142176
2338 0.383838 0.232323 0.151804
2339 0.393939 0.232323 0.197492
2340 0.404040 0.232323 0.407230
2341 0.414141 0.232323 0.414740
2342 0.424242 0.232323 0.741377
2343 0.434343 0.232323 0.497542
2344 0.444444 0.232323 0.228162
2345 0.454545 0.232323 0.195345
2346 0.464646 0.232323 0.141779
2347 0.474747 0.232323 0.000000
2348 0.484848 0.232323 0.000000
2349 0.494949 0.232323 0.216209
2350 0.505050 0.232323 0.121710
2351 0.515152 0.232323 0.199900
2352 0.525253 0.232323 0.696867
2353 0.535354 0.232323 0.189433
2354 0.545455 0.232323 0.043494
2355 0.555556 0.232323 0.000000
2356 0.565657 0.232323 0.000000
